item_code,item_name,description,product_group,manufacturing_site,net_mass_kg,allow_sales_order,legacy_code,double_stack,pallet_size,mrp_type,length_mm,width_mm,height_mm,board_gsm,board_width_mm,board_length_mm,bundle_quantity,bundles_per_layer,layers_per_pallet,pallet_height_mm,product_state,number_of_colours,fsc,pallet_quantity,board_code,market_segment,bom_available
BOX001/103/YPL/K0039/02/950G,PRINTED LID -  EURO LID KESBURY RED  590 x 390 x 150 950GSM,PRINTED LID -  EURO LID KESBURY RED  590 x 390 x 150 950GSM 675 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5834,1,HPK300002/KR,N,1000x1200,LID,590.0,390.0,150.0,950.0,1380.0,890.0,,,,,FG Box,101.0,Mix 70%,675.0,4-16795 /,Meat & Poultry,1
BOX001/103/YPL/L0105/01/950G,PRINTED LID -  LINDEN FOODS LTD  585 x 385 x 150 950GSM 1350,PRINTED LID -  LINDEN FOODS LTD  585 x 385 x 150 950GSM 1350 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK201479/LDN,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,,,,,FG Box,900.0,Mix 70%,1350.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/L0125/01/950G,PRINTED LID -  LONGS PACKAGING LTD  585 x 385 x 150 950GSM 1,PRINTED LID -  LONGS PACKAGING LTD  585 x 385 x 150 950GSM 1350 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK200516/LP,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,,,,,FG Box,900.0,Mix 70%,1350.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/L0125/02/950G,PRINTED LID -  LONGS PACKAGING LTD  585 x 385 x 150 950GSM 1,PRINTED LID -  LONGS PACKAGING LTD  585 x 385 x 150 950GSM 1350 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK200516/LPA,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,,,,,FG Box,900.0,Mix 70%,1350.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/M0001/02/950G,PRINTED LID -  M & J Meats  585 x 385 x 150 950GSM 675 Per P,PRINTED LID -  M & J Meats  585 x 385 x 150 950GSM 675 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,,,,,FG Box,201.0,Mix 70%,675.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/R0013/01/950G,PRINTED LID -  R J TREVARTHEN WHOLESALE BUTCHER  585 x 385 x,PRINTED LID -  R J TREVARTHEN WHOLESALE BUTCHER  585 x 385 x 150 950GSM 675 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK222222/TRE,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,,,,,FG Box,201.0,Mix 70%,675.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/R0013/02/950G,PRINTED LID -  R J TREVARTHEN WHOLESALE BUTCHER  590 x 390 x,PRINTED LID -  R J TREVARTHEN WHOLESALE BUTCHER  590 x 390 x 150 950GSM 1250 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5834,1,HPK300002/RJT,N,1000x1200,MTO,590.0,390.0,150.0,950.0,1380.0,890.0,,,,,FG Box,201.0,Mix 70%,1250.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/R0026/01/950G,PRINTED LID -  RALPH PEARSON WHOLESALE BUTCHERS  585 x 390 x,PRINTED LID -  RALPH PEARSON WHOLESALE BUTCHERS  585 x 390 x 150 950GSM 991 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5801,1,HPK201896/RPV3,N,1000x1200,LID,585.0,390.0,150.0,950.0,1380.0,890.0,,,,,FG Box,901.0,Mix 70%,991.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/R0026/02/950G,PRINTED LID -  RALPH PEARSON WHOLESALE BUTCHERS  585 x 385 x,PRINTED LID -  RALPH PEARSON WHOLESALE BUTCHERS  585 x 385 x 150 950GSM 540 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK222222/RP,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,,,,,FG Box,901.0,Mix 70%,540.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/R0038/01/1000G,PRINTED LID -  RAVENDALE FOODS LIMITED  585 x 390 x 150 1000,PRINTED LID -  RAVENDALE FOODS LIMITED  585 x 390 x 150 1000GSM 940 Per Pallet NW/WPENC,Glued Lid 4PT Poly,103,0.6107,1,HPK201718/RDF,N,1000x1200,LID,585.0,390.0,150.0,1000.0,1370.0,884.0,,,,,FG Box,201.0,Mix 70%,940.0,SHT201730/A /,Meat & Poultry,0
BOX001/103/YPL/S0275/01/1000G,PRINTED LID -  SPENBOROUGH ABATTOIR LTD  585 x 390 x 150 100,PRINTED LID -  SPENBOROUGH ABATTOIR LTD  585 x 390 x 150 1000GSM 1000 Per Pallet NW/WPENC,Glued Lid 4PT Poly,103,0.6107,1,HPK201718/WOR,N,1000x1200,LID,585.0,390.0,150.0,1000.0,1370.0,884.0,,,,,FG Box,201.0,Mix 70%,1000.0,SHT201730/A /,Meat & Poultry,0
BOX001/103/YPL/S0275/02/1000G,PRINTED LID -  SPENBOROUGH ABATTOIR LTD  585 x 390 x 150 100,PRINTED LID -  SPENBOROUGH ABATTOIR LTD  585 x 390 x 150 1000GSM 1000 Per Pallet NW/WPENC,Glued Lid 4PT Poly,103,0.6107,1,HPK201718/WORG,N,1000x1200,LID,585.0,390.0,150.0,1000.0,1370.0,884.0,,,,,FG Box,201.0,Mix 70%,1000.0,SHT201730/A /,Meat & Poultry,0
BOX001/103/YPL/T0042/01/1000G,PRINTED LID - **OLD PRINT** THE ARDGAY GAME FACTORY LTD,PRINTED LID -  **OLD PRINT** THE ARDGAY GAME FACTORY LTD  585 x 390 x 150 1000GSM 950 Per Pallet NW/WPENC,Glued Lid 4PT Poly,103,0.6107,1,HPK201718/ARDG,N,1000x1200,LID,585.0,390.0,150.0,1000.0,1370.0,884.0,,,,,FG Box,100.0,Mix 70%,950.0,SHT201730/A /,Meat & Poultry,0
BOX001/103/YPL/W0004/01/950G,PRINTED LID -  W D Meats Ltd  590 x 390 x 150 950GSM 1350 Pe,PRINTED LID -  W D Meats Ltd  590 x 390 x 150 950GSM 1350 Per Pallet NW/WPENC,Glued Lid 4PT Poly,103,0.5834,1,HPK200002/WD2L,N,1000x1200,LID,590.0,390.0,150.0,950.0,1380.0,890.0,,,,,FG Box,200.0,Mix 70%,1350.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/W0004/03/950G,PRINTED LID -  W D Meats Ltd  585 x 385 x 150 950GSM 1350 Pe,PRINTED LID -  W D Meats Ltd  585 x 385 x 150 950GSM 1350 Per Pallet NW/WPENC,Glued Lid 4PT Poly,103,0.5759,1,HPK200949/WDL,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,,,,,FG Box,900.0,Mix 70%,1350.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/W0005/01/1000G,PRINTED LID -  W H FROST (BUTCHERS) LTD  585 x 390 x 150 100,PRINTED LID -  W H FROST (BUTCHERS) LTD  585 x 390 x 150 1000GSM 1350 Per Pallet NW/WPENC,Glued Lid 4PT Poly,103,0.6107,1,HPK201718/WH&FA,N,1000x1200,LID,585.0,390.0,150.0,1000.0,1370.0,884.0,,,,,FG Box,301.0,Mix 70%,1350.0,SHT201730/A /,Meat & Poultry,0
BOX001/103/YPL/W0025/01/950G,PRINTED LID -  Warrendayle Wagyu  585 x 385 x 150 950GSM 135,PRINTED LID -  Warrendayle Wagyu  585 x 385 x 150 950GSM 1350 Per Pallet NW/WPENC,Glued Lid 4PT Poly,103,0.5759,1,HPK200501/WAG,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,,,,,FG Box,901.0,Mix 70%,1350.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/W0025/02/950G,PRINTED LID -  Warrendayle Wagyu  585 x 385 x 150 950GSM 121,PRINTED LID -  Warrendayle Wagyu  585 x 385 x 150 950GSM 1215 Per Pallet NW/WPENC,Glued Lid 4PT Poly,103,0.5759,1,HPK222222/FDH,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,,,,,FG Box,901.0,Mix 70%,1215.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/W0025/03/950G,PRINTED LID -  Warrendayle Wagyu  590 x 390 x 150 950GSM 675,PRINTED LID -  Warrendayle Wagyu  590 x 390 x 150 950GSM 675 Per Pallet NW/WPENC,Glued Lid 4PT Poly,103,0.5834,1,HPK300002/WAG+,N,1000x1200,LID,590.0,390.0,150.0,950.0,1380.0,890.0,,,,,FG Box,900.0,Mix 70%,675.0,4-16795 /,Meat & Poultry,1
BOX001/103/YPL/W0088/01/950G,PRINTED LID -  WRIGHT BROS LTD  590 x 390 x 150 950GSM 1350,PRINTED LID -  WRIGHT BROS LTD  590 x 390 x 150 950GSM 1350 Per Pallet NW/WPENC,Glued Lid 4PT Poly,103,0.5834,1,HPK200002/WB,N,1000x1200,LID,590.0,390.0,150.0,950.0,1380.0,890.0,,,,,FG Box,901.0,Mix 70%,1350.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPO/1000G/552P,UNPRINTED ONE PIECE -   EURO 6PTG ONE PIECE (WHITE) 566 x 36,UNPRINTED ONE PIECE -   EURO 6PTG ONE PIECE (WHITE) 566 x 366 x 145 1000GSM 552 Per Pallet NW/WPENC,Glud Base 6PT Poly,103,0.999,1,HPK201562,N,1000x1200,ONE-PIECE,566.0,366.0,145.0,1000.0,1190.0,881.0,,,,,FG Box,0.0,Mix 70%,552.0,SHT201562/A /,Meat & Poultry,0
BOX001/103/YPO/1100G/540P,UNPRINTED ONE PIECE -   EURO 6PTG ONE PIECE 566 x 366 x 145,UNPRINTED ONE PIECE -   EURO 6PTG ONE PIECE 566 x 366 x 145 1100GSM 540 Per Pallet NW/WPE,Glud Base 6PT Poly,103,1.0989,1,HPK200036,N,1000x1200,ONE-PIECE,566.0,366.0,145.0,1100.0,1190.0,881.0,,,,,FG Box,0.0,Mix 70%,540.0,SHT200036/A /,Meat & Poultry,0
BOX001/103/YPO/1100G/552P,UNPRINTED ONE PIECE -   ABP LURGAN PLAIN 6PTG 566 x 366 x 14,UNPRINTED ONE PIECE -   ABP LURGAN PLAIN 6PTG 566 x 366 x 145 1100GSM 552 Per Pallet NW/WPE,Glud Base 6PT Poly,103,1.0989,1,HPK200069,N,1000x1200,ONE-PIECE,566.0,366.0,145.0,1100.0,1190.0,881.0,,,,,FG Box,0.0,Mix 70%,552.0,SHT200036/A /,Meat & Poultry,0
BOX001/103/YPO/A0047/01/1100G,PRINTED ONE PIECE -  ABP LURGAN  566 x 366 x 145 1100GSM 552,PRINTED ONE PIECE -  ABP LURGAN  566 x 366 x 145 1100GSM 552 Per Pallet NW/WPE,Glud Base 6PT Poly,103,1.0989,1,HPK200069/A99996P,N,1000x1200,ONE-PIECE,566.0,366.0,145.0,1100.0,1190.0,881.0,,,,,FG Box,901.0,Mix 70%,552.0,SHT200036/A /,Meat & Poultry,0
BOX001/NPBH/900G/1200P,UNPRINTED BASE - NO POLY (HOLES) 576 x 380 x 150mm 900GSM,UNPRINTED BASE - NO POLY (HOLES) 576mm x 380mm x 150mm 900GSM 1200 Per Pallet,Glud Base 4PT No Pol,101,0.4169,1,4-17683,N,1000x1200,BASE,576.0,380.0,150.0,900.0,1360.0,876.0,30.0,10.0,4.0,,FG Box,0.0,Mix 70%,1200.0,4-17683,Meat & Poultry,1
BOX001/NPL/A0105/01/1000G,PRINTED LID - ALEC JARRETT ASHDALE 585 x 390 x 150mm,PRINTED LID - ALEC JARRETT ASHDALE  EURO LID 585mm x 390mm x 150mm 1000GSM 1000 Per Pallet WK/TKL,Glued Lid 4PT No Pol,,0.631,1,,N,1200 x 1000 (Standard),MTO,585.0,390.0,150.0,1000.0,915.0,1380.0,25.0,10.0,4.0,1715.0,FG Box,,Mix 70%,1000.0,4-17257,Meat & Poultry,1
BOX001/NPL/A0105/02/1000G,PRINTED LID - ALEC JARRETT IHSAAH EURO LID 585 x 390 x 150mm,PRINTED LID - ALEC JARRETT IHSAAN EURO LID 585mm x 390mm x 150mm 1000GSM 1000 Per Pallet WK/TKL,Glued Lid 4PT No Pol,,0.631,1,,N,1200 x 1000 (Standard),MTO,585.0,390.0,150.0,1000.0,915.0,1380.0,25.0,10.0,4.0,1715.0,FG Box,,Mix 70%,1000.0,4-17257,Meat & Poultry,1
BOX001/NPL/A9999/01/1250G,PRINTED LID - ABP ABERDEEN ANGUS EURO 590x390x148 1250GSM,PRINTED LID - ABP ABERDEEN ANGUS EURO 590mm x 390mm x 148mm 1250GSM 864 Per Pallet,Glued Lid 4PT Poly,,0.7598,1,,N,1000x1200,MTO,590.0,390.0,148.0,1250.0,,,24.0,9.0,4.0,1715.0,FG Box,4.0,Mix 70%,,,Meat & Poultry,0
BOX001/NPL/D9999/40/1000G,PRINTED LID - DAWN MEATS WAGYU EURO LID 583x385x156 1000GSM,PRINTED LID - DAWN MEATS WAGYU EURO LID 583 x 385 x 156 1000GSM 750 Per Pallet,Glued Lid 4PT No Pol,103,0.6238,1,,N,1000x1200,MTO,583.0,385.0,156.0,1000.0,1394.0,920.0,25.0,10.0,3.0,1170.0,FG Box,,Mix 70%,750.0,4-17237,Meat & Poultry,1
BOX001/NPL/D9999/41/1000G,PRINTED LID - PREMIUM BUTCHER ORGANIC BIO EURO 583x385x156,PRINTED LID - PREMIUM BUTCHER ORGANIC BIO EURO LID 583 x 385 x 156 1000GSM 750 Per Pallet,Glued Lid 4PT No Pol,103,0.6238,1,,N,1000x1200,LID,583.0,385.0,156.0,1000.0,1394.0,920.0,25.0,10.0,3.0,1170.0,FG Box,,Mix 70%,750.0,4-17272,Meat & Poultry,1
BOX001/NPL/F0029/01/1000G,PRINTED LID - EURO LID MYTON 585x390x150 1000G 1000P,PRINTED LID - EURO LID MYTON 585mm x 390mm x 150mm 1000GSM 1000 Per Pallet MC/WT,Glued Lid 4PT No Pol,,0.587,1,,N,1200 x 1000 (Standard),MTO,585.0,390.0,150.0,1000.0,900.0,1380.0,25.0,10.0,4.0,1715.0,FG Box,900.0,Mix 70%,1000.0,TBC,Growth Line,1
BOX001/NPL/L0024/01/1000G,PRINTED LID - LAKE DISTRICT FARMERS PTD NON POLY LID,PRINTED LID - LAKE DISTRICT FARMERS PTD NON POLY LID 585mm x 390mm x 150mm 1000GSM 1000 Per Pallet,Glued Lid 4PT Poly,,0.611,1,,N,1000x1200,MTO,585.0,390.0,150.0,1000.0,1380.0,885.0,25.0,10.0,4.0,1715.0,FG Box,,Mix 70%,1000.0,4-15244,Meat & Poultry,1
BOX001/NPL/L0024/01/1000G/WB,,PRINTED LID - LAKE DISTRICT FARMERS PTD LID 590mm x 390mm x 148mm 1000GSM 1000 Per Pallet,Glued Lid 4PT Poly,,0.6078,1,BOX001/102/YPL/L0024/01/1000G,N,1000x1200,MTO,590.0,390.0,148.0,1000.0,686.0,916.0,25.0,10.0,4.0,1715.0,FG Box,500.0,Mix 70%,1000.0,4-08411 /,Meat & Poultry,0
BOX001/NPLH/900G/1200P,UNPRINTED LID - NO POLY (HOLES) 585 x 390 x 150mm 900GSM,UNPRINTED LID - NO POLY (HOLES) 585mm x 390mm x 150mm 900GSM 1200 Per Pallet,Glued Lid 4PT No Pol,101,0.4274,1,4-17684,N,1000x1200,LID,585.0,390.0,150.0,900.0,1380.0,885.0,30.0,10.0,4.0,,FG Box,0.0,Mix 70%,1200.0,4-17684,Meat & Poultry,1
BOX001/YPL/J0070/02/1250G,PRINTED LID - JOHN SCOTT TAGH FEOIL EURO LID,PRINTED LID - JOHN SCOTT TAGH FEOIL EURO LID 2015 590mm x 390mm x 148mm 1250GSM 600 Per Pallet,Glued Lid 4PT Poly,,0.7598,1,,N,1000x1200,MTC,590.0,390.0,148.0,1250.0,886.0,1372.0,25.0,8.0,3.0,1715.0,FG Box,,Mix 70%,600.0,4-11483 /,Meat & Poultry,0
BOX001/YPL/R0086/01/1000G,PRINTED LID - RITTER FRESH 585mm x 390mm x 150mm 1000GSM,PRINTED LID - RITTER FRESH 585mm x 390mm x 150mm 1000GSM 1250 Per Pallet WT/TKL/WPE.NC,Glued Lid 4PT Poly,,0.6107,1,,N,1000x1200,LID,585.0,390.0,150.0,1000.0,1380.0,885.0,25.0,10.0,5.0,2105.0,FG Box,900.0,Mix 70%,1250.0,4-15230,Growth Line,1
BOX001/YPL/T0089/01/1000G,PRINTED LID - THOMPSON W/SALE MEAT 2020 585mm x 390mm x 150m,PRINTED LID - THOMPSON W/SALE MEAT 2020 590mm x 390mm x 148mm 1000GSM 1120 Per Pallet,Glued Lid 4PT Poly,,0.6078,1,101101407,N,1000x1200,MTC,585.0,390.0,150.0,1000.0,686.0,916.0,28.0,10.0,4.0,1715.0,FG Box,200.0,Mix 70%,1120.0,4-08411 /,Meat & Poultry,1
BOX001/YPL/Y0010/02/1000G,PRINTED LID - SHANS UK LTD  EURO LID 585mm x 390mm x 150mm,PRINTED LID - SHANS UK LTD (FORMERLY YORKSHIRE HALAL MEAT SUPPLIERS) EURO LID 585mm x 390mm x 150mm 1000GSM 1250 Per Pallet WT/TKL.WPE,Glued Lid 4PT Poly,101,0.6141,1,BOX001/101/YPL/Y0010/01/1000G,N,1000x1200,MTO,590.0,390.0,150.0,1000.0,1380.0,885.0,25.0,10.0,5.0,,FG Printed Lid,901.0,Mix 70%,1250.0,4-15320 /,Meat & Poultry,0
BOX002/101/NPB/T0042/01/900G,PRINTED ONE PIECE -  **OLD PRINT** 6PT ARDGAY GAME,PRINTED ONE PIECE -  **OLD PRINT** 6PT ARDGAY GAME  375mm x 295mm x 141mm 900GSM 1400 Per Pallet,Glud Base 6PT No Pol,101,0.5836,1,BOX002/375X295X141/900/ARDGAY,N,1000x1200,BASE,375.0,285.0,140.0,900.0,970.0,1284.0,35.0,10.0,4.0,,FG Box,100.0,Mix 70%,1400.0,4-15953 /,Meat & Poultry,0
BOX002/101/NPO/T0042/01/900G,PRINTED ONE PIECE -  6PT ARDGAY GAME  375mm x 295mm x 141mm,PRINTED ONE PIECE -  6PT ARDGAY GAME  375mm x 295mm x 141mm 900GSM 1232 Per Pallet,Glud Base 6PT No Pol,101,0.5836,1,BOX002/101/NPB/T0042/01/900G,N,1000x1200,MTO,375.0,285.0,140.0,900.0,970.0,1284.0,22.0,14.0,4.0,,FG Box,100.0,Mix 70%,1232.0,4-15953 /,Meat & Poultry,1
BOX002/101/YPO/900G/1232P,UNPRINTED ONE PIECE -  6 PT 375mm x 295mm x 141mm 900G 1232P,UNPRINTED ONE PIECE -  6 PT 375mm x 295mm x 141mm 900GSM 1232 Per Pallet,Glud Base 6PT No Pol,101,0.5881,1,BOX002/375X295X141/900/1PIECE,N,1000x1200,MTS,376.0,285.0,141.0,900.0,970.0,1284.0,22.0,14.0,4.0,,FG Box,0.0,Mix 70%,1232.0,4-15953 /,Meat & Poultry,1
BOX002/101/YPO/C0004/01/900G,PRINTED ONE PIECE - 6 PT CK Meat 375x295x141 900G 1232P,PRINTED ONE PIECE - 6PT CK Meat 375mm x 295mm x 141mm 900GSM 1232 Per Pallet,Glud Base 6PT Poly,,0.5836,1,,N,1000x1200,MTO,375.0,285.0,140.0,900.0,970.0,1284.0,22.0,14.0,4.0,1291.0,FG Box,900.0,Mix 70%,1232.0,TBC,Growth Line,1
BOX002/102/NPB/F0015/01/900G,UNPRINTED BASE - JS ORGANIC CROWN BASE 374mm x 280mm x 150mm,UNPRINTED BASE - JS ORGANIC CROWN BASE 374mm x 280mm x 150mm 900GSM 1080 Per Pallet,Glud Base 4PT No Pol,,0.3518,1,111101221,N,1000x1200,BASE,374.0,280.0,150.0,900.0,674.0,1160.0,36.0,10.0,3.0,995.0,FG Box,0.0,Mix 70%,1080.0,4-15446 /,Meat & Poultry,0
BOX002/102/YPL/1000G/1080P,UNPRINTED LID - 1/2 EURO LID REVISED 373x288x143 1000G,UNPRINTED LID - 1/2 EURO LID REVISED 373mm x 288mm x 143mm 1000GSM 1080 Per Pallet,Glued Lid 4PT Poly,,0.3783,1,101100383,N,1000x1200,MTO,373.0,288.0,143.0,1000.0,659.0,1148.0,36.0,10.0,3.0,1019.0,FG Box,0.0,Mix 70%,1080.0,4-13614 /,Meat & Poultry,0
BOX003/102/NPO/S0339/01/900G,PRINTED ONE PIECE - SYKES HOUSE FARM 6PG 395mm x 245mm x 105,PRINTED ONE PIECE - SYKES HOUSE FARM 6PG 395mm x 245mm x 105mm 900GSM 1000 Per Pallet,Glud Base 6PT No Pol,,0.4383,1,141100283,N,1000x1200,MTO,395.0,245.0,105.0,900.0,807.0,1210.0,25.0,10.0,4.0,1735.0,FG Box,100.0,Mix 70%,1000.0,4-06932 /,Meat & Poultry,1
BOX003/NPO/900G/1000P,UNPRINTED ONE PIECE - 6PG 395x245x105 900G 1000P,UNPRINTED ONE PIECE - 6PG 395mm x 245mm x 105mm 900GSM 1000 Per Pallet,Glud Base 6PT No Pol,,0.4383,1,,N,1200 x 1000 (Standard),MTO,395.0,245.0,105.0,900.0,807.0,1210.0,25.0,10.0,4.0,1735.0,FG Box,0.0,Mix 70%,1000.0,4-06932,Growth Line,1
BOX004/101/NPB/800G/3600P,UNPRINTED BASE -  4 POINT 278mm x 250mm x 90mm 800GSM 3600 P,UNPRINTED BASE -  4 POINT 278mm x 250mm x 90mm 800GSM 3600 Per Pallet TKL/TKL,Glud Base 4PT No Pol,101,0.1576,1,BOX004/278X250X90/800/BASE,N,1000x1200,MTS,278.0,250.0,90.0,800.0,1290.0,912.0,30.0,20.0,6.0,,FG Box,0.0,Mix 70%,3600.0,4-15914 /,Meat & Poultry,1
BOX004/101/NPL/800G/3600P,UNPRINTED LID -  4 POINT BROWN 285mm x 255mm x 90mm 800GSM 3,UNPRINTED LID -  4 POINT BROWN 285mm x 255mm x 90mm 800GSM 3600 Per Pallet TKL/TKL,Glued Lid 4PT No Pol,101,0.1618,1,BOX004/285X255X90/800/LID,N,1000x1200,MTS,285.0,255.0,90.0,800.0,1305.0,926.0,30.0,20.0,6.0,,FG Box,0.0,Mix 70%,3600.0,4-15915 /,Meat & Poultry,1
BOX004/102/YPB/800G/1344P,UNPRINTED BASE - SMALL SAUSAGE BOX 290mm x 260mm x 80mm 800G,UNPRINTED BASE - SMALL SAUSAGE BOX 290mm x 260mm x 80mm 800GSM 1344 Per Pallet,Glued Base 4PT Poly,,0.32,1,141100548,N,800x1200,BASE,290.0,260.0,80.0,800.0,787.0,900.0,24.0,12.0,4.0,1315.0,FG Box,500.0,Mix 70%,1344.0,4-14288 /,Meat & Poultry,0
BOX004/103/NPB/800G/3600P,UNPRINTED BASE -  NO POLY BOX004 BASE 278 x 250 x 90 800GSM,UNPRINTED BASE -  NO POLY BOX004 BASE 278 x 250 x 90 800GSM 3600 Per Pallet NW/WPE,Glud Base 4PT No Pol,103,0.1576,1,HPK201899,N,1000x1200,BASE,278.0,250.0,90.0,800.0,1370.0,785.0,,,,,FG Box,0.0,Mix 70%,3600.0,SHT201626/A /,Meat & Poultry,0
BOX004/103/NPL/800G/3600P,UNPRINTED LID -  NO POLY BOX004 LID 285 x 255 x 90 800GSM 36,UNPRINTED LID -  NO POLY BOX004 LID 285 x 255 x 90 800GSM 3600 Per Pallet NW/WPE,Glued Lid 4PT No Pol,103,0.1618,1,HPK201898,N,1000x1200,LID,285.0,255.0,90.0,800.0,1370.0,785.0,,,,,FG Box,0.0,Mix 70%,3600.0,SHT201626/A /,Meat & Poultry,0
BOX004/103/YPO/750G/2000P,UNPRINTED ONE PIECE -   OWEN TAYLOR ONE PIECE (PLAIN) 290 x,UNPRINTED ONE PIECE -   OWEN TAYLOR ONE PIECE (PLAIN) 290 x 258 x 80 750GSM 2000 Per Pallet NW/WPE,Glud Base 6PT Poly,103,0.2552,1,HPK201626,N,1000x1200,ONE-PIECE,290.0,258.0,80.0,750.0,1370.0,785.0,,,,,FG Box,0.0,Mix 70%,2000.0,SHT201626/A /,Meat & Poultry,0
BOX004/103/YPO/O0041/01/750G,PRINTED ONE PIECE -  OWEN TAYLOR & SONS LTD  290 x 258 x 80,PRINTED ONE PIECE -  OWEN TAYLOR & SONS LTD  290 x 258 x 80 750GSM 2000 Per Pallet NW/WPE,Glud Base 6PT Poly,103,0.2552,1,HPK201626/OT,N,1000x1200,ONE-PIECE,290.0,258.0,80.0,750.0,1370.0,785.0,,,,,FG Box,900.0,Mix 70%,2000.0,SHT201626/A /,Meat & Poultry,0
BOX004/103/YPO/O0041/02/750G,PRINTED ONE PIECE -  OWEN TAYLOR & SONS LTD  290 x 258 x 80,PRINTED ONE PIECE -  OWEN TAYLOR & SONS LTD  290 x 258 x 80 750GSM 2000 Per Pallet NW/WPE,Glud Base 6PT Poly,103,0.2552,1,HPK201626/OTO,N,1000x1200,ONE-PIECE,290.0,258.0,80.0,750.0,1370.0,785.0,,,,,FG Box,500.0,Mix 70%,2000.0,SHT201626/A /,Meat & Poultry,0
BOX005/101/NPB/1000G/1500P,UNPRINTED BASE -  POULTRY BASE 533mm x 375mm x 135mm 1000GSM,UNPRINTED BASE -  POULTRY BASE 533mm x 375mm x 135mm 1000GSM 1500 Per Pallet TKL/TKL,Glud Base 4PT No Pol,101,0.5179,1,,N,1000x1200,MTS,533.0,375.0,135.0,1000.0,1290.0,803.0,30.0,10.0,5.0,,FG Box,0.0,Mix 70%,1500.0,4-15301 /,Meat & Poultry,1
BOX005/101/NPB/1100G/1400P,UNPRINTED BASE -  POULTRY BASE 533mm x 375mm x 135mm 1100GSM,UNPRINTED BASE -  POULTRY BASE 533mm x 375mm x 135mm 1100GSM 1400 Per Pallet TKL/TKL,Glud Base 4PT No Pol,101,0.5697,1,,N,1000x1200,MTC,533.0,375.0,135.0,1100.0,1290.0,803.0,28.0,10.0,5.0,,FG Box,0.0,Mix 70%,1400.0,4-17323 /,Meat & Poultry,1
BOX005/101/NPL/850G/1400P,UNPRINTED LID -  POULTRY LID 543mm x 393mm x 135mm 850GSM,UNPRINTED LID -  POULTRY LID 545mm x 385mm x 135mm 850GSM 1400 Per Pallet WK/TKL,Glued Lid 4PT No Pol,101,0.4804,1,,N,1000x1200,MTC,545.0,385.0,135.0,900.0,850.0,1310.0,28.0,10.0,5.0,,FG Box,0.0,Mix 70%,1400.0,4-17322 /,Meat & Poultry,1
BOX005/101/NPL/900G/1500P,UNPRINTED LID -  POULTRY LID 543mm x 393mm x 135mm 900GSM 15,UNPRINTED LID -  POULTRY LID 545mm x 385mm x 135mm 900GSM 1500 Per Pallet WK/TKL,Glued Lid 4PT No Pol,101,0.4804,1,BOX005/543X393X135/900/P.LID,N,1000x1200,MTS,545.0,385.0,135.0,900.0,815.0,1310.0,30.0,10.0,5.0,,FG Box,0.0,Mix 70%,1500.0,4-15300 /,Meat & Poultry,1
BOX005/101/NPL/J0006/01/900G,PRINTED LID -  J AND L WOOD POULTRY LID 543mm x 393mm x 135m,PRINTED LID -  J AND L WOOD POULTRY LID 543mm x 393mm x 135mm 900GSM 1500 Per Pallet WK/TKL,Glued Lid 4PT No Pol,101,0.4804,1,BOX005/543X393X135/900/J&LWOOD,N,1000x1200,MTO,545.0,385.0,135.0,900.0,1298.0,808.0,30.0,10.0,5.0,,FG Box,100.0,Mix 70%,1500.0,4-13902 /,Meat & Poultry,1
